holding_id,FIELD__id,s3q03,s3q04a_hectares
03-24-15-66,1,Purchased,3
03-24-19-81,1,Other,1
03-24-20-96,1,Customary right of occupancy,1
03-24-28-71,1,Rented or leased in,0
03-24-41-06,1,Inherited,1
03-24-54-17,1,Inherited,2
03-24-66-63,1,Inherited,0
03-24-85-10,1,Customary right of occupancy,0
03-24-92-89,1,Borrowed for free,0
03-24-92-89,2,Inherited,0
03-25-09-51,1,Customary right of occupancy,0
03-25-09-51,2,Borrowed for free,1
03-25-09-51,3,Rented or leased in,0
03-25-20-09,1,Granted right of occupancy,2
03-25-27-74,1,Rented or leased in,1
03-25-27-74,2,Rented or leased in,1
03-25-36-61,1,Inherited,1
03-25-39-03,1,Rented or leased in,0
03-25-40-00,1,Customary right of occupancy,2
03-25-49-14,1,Rented or leased in,4
03-25-58-71,1,Rented or leased in,1
03-25-58-71,2,Borrowed for free,1
03-25-58-71,3,Rented or leased in,0
03-25-60-91,1,Borrowed for free,0
03-25-60-91,2,Borrowed for free,0
03-25-61-40,1,Rented or leased in,2
03-25-62-02,1,Inherited,2
03-25-73-44,1,Purchased,1
03-25-99-27,1,Purchased,1
03-25-99-27,2,Granted right of occupancy,1
03-25-99-27,3,Inherited,1
03-26-15-29,1,Inherited,0
03-26-15-29,2,Purchased,0
03-26-35-93,1,Purchased,1
03-26-35-93,2,Purchased,2
03-26-35-93,3,Purchased,1
03-26-45-68,1,Inherited,1
03-26-51-88,1,Inherited,1
03-26-51-88,2,Inherited,0
03-26-58-69,1,Inherited,1
03-26-64-62,1,Rented or leased in,2
03-26-67-57,1,Borrowed for free,0
03-26-69-30,1,Inherited,0
03-26-69-30,2,Inherited,0
03-27-07-51,1,Customary right of occupancy,0
03-27-07-51,2,Rented or leased in,0
03-27-18-21,1,Purchased,0
03-27-18-23,1,Inherited,0
03-27-24-48,1,Customary right of occupancy,1
03-27-25-20,1,Inherited,0
03-27-31-56,1,Rented or leased in,1
03-27-40-72,1,Customary right of occupancy,1
03-27-40-72,2,Customary right of occupancy,1
03-27-49-06,1,Inherited,0
03-27-49-06,2,Inherited,1
03-27-53-79,1,Inherited,2
03-27-53-79,2,Inherited,2
03-27-78-45,1,Purchased,1
03-27-78-45,2,Purchased,1
03-27-78-57,1,Customary right of occupancy,0
03-27-85-19,1,Rented or leased in,0
03-28-23-67,1,Inherited,1
03-28-28-85,1,Rented or leased in,0
03-28-36-68,1,Inherited,0
03-28-36-68,2,Inherited,1
03-28-57-69,1,Purchased,0
03-28-57-69,2,Purchased,0
03-28-57-69,3,Rented or leased in,1
03-28-69-66,1,Other,1
03-28-80-69,1,Inherited,1
03-28-89-48,1,Customary right of occupancy,0
03-28-93-01,1,Rented or leased in,0
03-29-14-95,1,Other,1
03-29-34-50,1,Purchased,4
03-29-34-50,2,Inherited,2
03-29-45-09,1,Purchased,0
03-29-45-82,1,Purchased,2
03-29-53-18,1,Purchased,5
03-29-53-18,2,Purchased,8
03-29-65-25,1,Inherited,0
03-29-65-25,2,Inherited,0
03-29-65-25,3,Inherited,0
03-29-65-25,4,Inherited,0
03-29-65-25,5,Inherited,0
03-29-68-15,1,Inherited,2
03-29-83-94,1,Granted right of occupancy,0
03-29-99-47,1,Customary right of occupancy,2
03-29-99-47,2,Customary right of occupancy,1
03-29-99-47,3,Customary right of occupancy,0
03-29-99-47,4,Customary right of occupancy,0
03-30-71-71,1,Customary right of occupancy,0
03-30-71-71,2,Customary right of occupancy,0
03-30-72-73,1,Rented or leased in,1
03-30-72-73,2,Rented or leased in,2
03-30-80-98,1,Rented or leased in,1
03-30-90-73,1,,2
03-30-90-73,2,,1
03-30-96-30,1,Inherited,1
03-30-99-38,1,Customary right of occupancy,0
03-31-11-21,1,Customary right of occupancy,1
03-31-11-21,2,Customary right of occupancy,0
03-31-16-69,1,Customary right of occupancy,0
03-31-21-52,1,Rented or leased in,1
03-31-34-02,1,Inherited,0
03-31-45-94,1,Customary right of occupancy,0
03-31-45-94,2,Rented or leased in,0
03-31-52-35,1,Purchased,1
03-31-56-08,1,Purchased,2
03-31-56-08,2,Purchased,4
03-31-56-08,3,Purchased,2
03-31-58-90,1,Purchased,1
03-31-67-55,1,Inherited,2
03-31-73-98,1,Granted right of occupancy,0
03-31-75-91,1,Granted right of occupancy,1
03-31-81-62,1,Customary right of occupancy,1
03-31-81-62,2,Customary right of occupancy,8
03-31-84-26,1,Rented or leased in,1
03-31-84-26,2,Rented or leased in,0
03-31-89-66,1,Granted right of occupancy,0
03-31-90-20,1,Customary right of occupancy,0
03-31-90-20,2,Customary right of occupancy,0
03-31-91-49,1,Purchased,3
03-31-91-49,2,Purchased,1
03-31-91-49,3,Purchased,2
03-31-91-49,4,Purchased,10
03-31-91-49,5,Purchased,0
03-32-01-50,1,Inherited,0
03-32-10-84,1,Customary right of occupancy,0
03-32-10-84,2,Customary right of occupancy,0
03-32-15-39,1,Rented or leased in,1
03-32-15-39,2,Rented or leased in,0
03-32-15-39,3,Rented or leased in,0
03-32-15-39,4,Rented or leased in,0
03-32-15-45,1,Purchased,0
03-32-28-48,1,Customary right of occupancy,0
03-32-28-48,2,Customary right of occupancy,1
03-32-65-62,1,Customary right of occupancy,4
03-32-66-22,1,Inherited,1
03-32-66-22,2,Customary right of occupancy,0
03-32-66-22,3,Customary right of occupancy,0
03-33-19-79,1,Granted right of occupancy,0
03-33-45-59,1,Customary right of occupancy,1
03-33-45-59,2,Customary right of occupancy,0
03-33-50-68,1,Customary right of occupancy,1
03-33-50-68,2,Customary right of occupancy,0
03-33-52-25,1,Inherited,1
03-33-56-80,1,Customary right of occupancy,2
03-33-56-80,2,Customary right of occupancy,0
03-33-57-38,1,Inherited,2
03-33-57-38,2,Inherited,2
03-33-63-64,1,Rented or leased in,2
03-33-63-64,2,Purchased,2
03-33-63-64,3,Purchased,4
03-33-91-07,1,Rented or leased in,0
03-33-97-89,1,Customary right of occupancy,0
03-33-97-89,2,Customary right of occupancy,0
03-34-16-47,1,Inherited,0
03-34-17-45,1,Customary right of occupancy,0
03-34-20-09,1,Rented or leased in,1
03-34-40-38,1,Inherited,1
03-34-40-38,2,Inherited,1
03-34-45-79,1,Customary right of occupancy,0
03-34-46-30,1,Rented or leased in,1
03-34-54-35,1,Customary right of occupancy,12
03-34-66-75,1,Inherited,1
03-34-80-20,1,Inherited,2
03-34-86-14,1,Purchased,0
03-34-92-35,1,Purchased,1
03-34-92-35,2,Customary right of occupancy,1
03-35-04-20,1,Inherited,0
03-35-13-09,1,Inherited,0
03-35-14-59,1,Rented or leased in,1
03-35-26-95,1,Inherited,0
03-35-26-95,2,Inherited,0
03-35-39-96,1,Rented or leased in,0
03-35-39-96,2,Rented or leased in,1
03-35-49-25,1,Granted right of occupancy,255
03-35-75-56,1,Granted right of occupancy,0
03-35-84-41,1,Purchased,1
03-35-84-41,2,Inherited,0
03-35-84-41,3,Inherited,0
03-35-89-12,1,Rented or leased in,1
03-35-91-87,1,Rented or leased in,0
03-35-91-87,2,Rented or leased in,0
03-36-03-98,1,Customary right of occupancy,0
03-36-03-98,2,Customary right of occupancy,1
03-36-05-26,1,Purchased,0
03-36-11-87,1,Customary right of occupancy,0
03-36-11-87,2,Customary right of occupancy,0
03-36-11-87,3,Customary right of occupancy,2
03-36-20-35,1,Purchased,0
03-36-20-35,2,Purchased,1
03-36-20-35,3,Purchased,0
03-36-26-30,1,Customary right of occupancy,1
03-36-26-30,2,Customary right of occupancy,0
03-36-26-30,3,Customary right of occupancy,0
03-36-35-77,1,Inherited,1
03-36-35-77,2,Inherited,0
03-36-35-77,3,Inherited,0
03-36-35-77,4,Inherited,0
03-36-77-19,1,Inherited,0
03-36-78-00,1,Purchased,0
03-36-78-00,2,Purchased,0
03-36-91-28,1,Inherited,1
03-36-95-96,1,Rented or leased in,2
03-37-17-66,1,Purchased,0
03-37-17-66,2,Purchased,2
03-37-17-66,3,Inherited,1
03-37-17-66,4,Inherited,0
03-37-17-66,5,Purchased,1
03-37-17-66,6,Inherited,1
03-37-23-48,1,Purchased,1
03-37-23-48,2,Purchased,1
03-37-23-48,3,Purchased,0
03-37-29-89,1,Customary right of occupancy,0
03-37-30-93,1,Rented or leased in,0
03-37-36-97,1,Borrowed for free,1
03-37-36-97,2,Borrowed for free,0
03-37-47-95,1,Inherited,1
03-37-47-95,2,Inherited,0
03-37-48-41,1,Inherited,0
03-37-50-14,1,Rented or leased in,1
03-37-50-14,2,Customary right of occupancy,0
03-37-81-02,1,Customary right of occupancy,1
03-37-81-02,2,Customary right of occupancy,1
03-37-81-02,3,Customary right of occupancy,0
03-38-06-10,1,Other,1
03-38-06-10,2,Inherited,1
03-38-06-10,3,Inherited,1
03-38-07-10,1,Inherited,0
03-38-11-62,1,Customary right of occupancy,0
03-38-14-89,1,Customary right of occupancy,0
03-38-21-86,1,Granted right of occupancy,603
03-38-43-66,1,Borrowed for free,0
03-38-68-22,1,Granted right of occupancy,1
03-38-68-22,2,Purchased,2
03-38-73-83,1,Customary right of occupancy,0
03-38-73-83,2,Rented or leased in,0
03-38-86-89,1,Purchased,0
03-39-02-64,1,Inherited,0
03-39-04-12,1,Borrowed for free,1
03-39-04-12,2,Borrowed for free,1
03-39-05-38,1,Inherited,0
03-39-13-42,1,Inherited,0
03-39-17-88,1,Purchased,3
03-39-23-20,1,Granted right of occupancy,0
03-39-28-28,1,Purchased,1
03-39-28-28,2,Purchased,2
03-39-39-22,1,Customary right of occupancy,1
03-39-39-22,2,Purchased,2
03-39-47-14,1,Inherited,1
03-39-47-14,2,Inherited,1
03-39-47-14,3,Inherited,1
03-39-48-97,1,Inherited,2
03-39-52-27,1,Customary right of occupancy,4
03-39-58-54,1,Purchased,1
03-39-61-29,1,Inherited,0
03-39-61-29,5,Purchased,1
03-39-61-29,6,Purchased,0
03-39-66-42,1,Granted right of occupancy,0
03-39-66-42,2,Granted right of occupancy,0
03-39-83-37,1,Purchased,0
03-39-83-73,1,Inherited,3
03-39-86-20,1,Inherited,2
03-39-86-20,2,Inherited,0
03-39-99-87,1,Rented or leased in,0
03-40-02-20,1,Inherited,1
03-40-07-80,1,Rented or leased in,1
03-40-07-80,2,Rented or leased in,1
03-40-07-80,3,Customary right of occupancy,0
03-40-21-47,1,Customary right of occupancy,1
03-40-21-47,2,Customary right of occupancy,0
03-40-22-46,1,Inherited,0
03-40-22-46,2,Inherited,0
03-40-22-46,3,Inherited,0
03-40-22-46,4,Inherited,1
03-40-35-01,1,Granted right of occupancy,1
03-40-40-20,1,Rented or leased in,0
03-40-69-20,1,Customary right of occupancy,0
03-40-70-72,1,Customary right of occupancy,0
03-40-70-72,2,Customary right of occupancy,0
03-40-70-72,3,Customary right of occupancy,0
03-40-72-64,1,Customary right of occupancy,1
03-40-77-56,1,Borrowed for free,0
03-40-77-56,2,Borrowed for free,0
03-40-77-56,3,Inherited,0
03-40-77-56,4,Borrowed for free,0
03-40-77-56,5,Inherited,0
03-40-77-56,6,Inherited,0
03-40-77-94,1,Rented or leased in,0
03-41-08-83,1,Customary right of occupancy,0
03-41-08-83,2,Customary right of occupancy,1
03-41-17-18,1,Purchased,6
03-41-17-18,2,Purchased,4
03-41-17-18,3,Purchased,2
03-41-21-28,1,Purchased,0
03-41-21-42,1,Customary right of occupancy,1
03-41-21-42,2,Customary right of occupancy,3
03-41-44-75,1,Inherited,0
03-41-44-75,2,Rented or leased in,0
03-41-57-27,1,Purchased,2
03-41-60-09,1,Inherited,2
03-41-61-86,1,Purchased,0
03-41-90-24,1,Inherited,0
03-42-08-28,1,Inherited,0
03-42-27-35,1,Purchased,1
03-42-63-39,1,Inherited,0
03-42-67-80,1,Purchased,1
03-42-67-80,2,Customary right of occupancy,0
03-42-67-89,1,Customary right of occupancy,1
03-42-75-88,1,Rented or leased in,2
03-42-91-98,1,Inherited,0
03-43-12-72,1,Inherited,0
03-43-12-72,2,Inherited,0
03-43-31-84,1,Purchased,1
03-43-44-70,1,Rented or leased in,2
03-43-62-02,1,Granted right of occupancy,125
03-43-67-19,1,Rented or leased in,1
03-43-67-19,2,Rented or leased in,2
03-43-67-19,3,Rented or leased in,1
03-43-83-88,1,Customary right of occupancy,2
03-43-91-38,1,Purchased,0
03-43-91-38,2,Purchased,3
03-44-02-55,1,Inherited,1
03-44-02-55,2,Inherited,1
03-44-11-55,1,Purchased,4
03-44-11-55,2,Purchased,2
03-44-11-55,3,Purchased,3
03-44-23-15,1,Rented or leased in,0
03-44-23-15,2,Rented or leased in,0
03-44-30-80,1,Customary right of occupancy,3
03-44-39-22,1,Inherited,0
03-44-39-22,2,Purchased,1
03-44-48-98,1,Borrowed for free,1
03-44-48-98,2,Customary right of occupancy,1
03-44-48-98,3,Customary right of occupancy,0
03-44-56-54,1,Customary right of occupancy,0
03-44-56-54,2,Customary right of occupancy,1
03-44-57-07,1,Granted right of occupancy,0
03-44-75-10,1,Purchased,2
03-44-76-24,1,Inherited,0
03-44-76-24,2,Inherited,1
03-44-87-26,1,Inherited,1
03-44-87-26,2,Purchased,0
03-44-87-26,3,Inherited,0
03-44-87-26,4,Purchased,2
03-44-93-20,1,Rented or leased in,0
03-44-93-20,2,Rented or leased in,0
03-45-05-86,1,Customary right of occupancy,2
03-45-05-86,2,Granted right of occupancy,1
03-45-05-86,3,Granted right of occupancy,2
03-45-23-70,1,Customary right of occupancy,2
03-45-23-70,2,Customary right of occupancy,0
03-45-24-16,1,Customary right of occupancy,4
03-45-32-26,1,Purchased,1
03-45-32-26,2,Purchased,2
03-45-32-26,3,Borrowed for free,0
03-45-53-68,1,Customary right of occupancy,4
03-45-55-75,1,Purchased,0
03-45-56-83,1,Customary right of occupancy,2
03-45-63-69,1,Rented or leased in,1
03-45-70-61,1,Purchased,2
03-45-70-61,2,Customary right of occupancy,3
03-45-70-61,3,Other,3
03-45-70-61,4,Other,2
03-45-72-62,1,Customary right of occupancy,0
03-45-81-08,1,Inherited,0
03-45-82-87,1,Purchased,2
03-45-87-92,1,Purchased,1
03-45-87-92,2,Purchased,0
03-45-87-92,3,Rented or leased in,2
03-45-90-05,1,Customary right of occupancy,2
03-45-90-05,2,Customary right of occupancy,1
03-45-90-05,3,Customary right of occupancy,1
03-45-90-05,4,Customary right of occupancy,0
03-46-13-82,1,Customary right of occupancy,0
03-46-13-82,2,Customary right of occupancy,0
03-46-36-60,1,Customary right of occupancy,0
03-46-36-60,2,Other,0
03-46-49-06,1,Purchased,0
03-46-49-06,2,Inherited,0
03-46-94-34,1,Inherited,1
03-47-50-82,1,Customary right of occupancy,0
03-47-67-14,1,Borrowed for free,0
03-47-69-67,1,Inherited,1
03-47-74-33,1,Rented or leased in,0
03-47-75-00,1,Rented or leased in,1
03-47-75-00,2,Customary right of occupancy,1
03-47-75-00,3,Customary right of occupancy,1
03-47-75-30,1,Inherited,2
03-47-76-94,1,Rented or leased in,0
03-47-77-77,1,Borrowed for free,1
03-47-77-77,2,Inherited,0
03-47-78-34,1,Inherited,3
03-48-07-56,1,Customary right of occupancy,0
03-48-07-56,2,Customary right of occupancy,1
03-48-14-54,1,Purchased,0
03-48-14-54,2,Rented or leased in,1
03-48-19-21,1,Inherited,0
03-48-19-21,2,Inherited,0
03-48-19-21,3,Purchased,0
03-48-35-64,1,Rented or leased in,0
03-48-59-74,1,Purchased,1
03-48-69-91,1,Rented or leased in,0
03-48-71-17,1,Borrowed for free,0
03-48-74-95,1,Customary right of occupancy,0
03-48-76-53,1,Inherited,1
03-48-76-53,2,Other,1
03-48-87-36,1,Purchased,2
03-48-90-02,1,Customary right of occupancy,0
03-48-92-23,1,Customary right of occupancy,0
03-48-92-23,2,Customary right of occupancy,0
03-49-01-42,1,Inherited,0
03-49-01-42,2,Rented or leased in,1
03-49-04-31,1,Customary right of occupancy,0
03-49-04-31,2,Rented or leased in,0
03-49-11-56,1,Inherited,0
03-49-11-56,2,Borrowed for free,0
03-49-11-56,3,Inherited,0
03-49-11-56,4,Granted right of occupancy,0
03-49-20-09,1,Rented or leased in,1
03-49-21-69,1,Purchased,1
03-49-25-12,1,Customary right of occupancy,2
03-49-25-12,2,Customary right of occupancy,0
03-49-25-12,3,Customary right of occupancy,0
03-49-25-12,4,Customary right of occupancy,1
03-49-34-21,1,Customary right of occupancy,0
03-49-34-21,2,Customary right of occupancy,1
03-49-34-21,3,Customary right of occupancy,0
03-49-44-72,1,Purchased,0
03-49-50-23,1,Rented or leased in,2
03-49-50-23,2,Rented or leased in,1
03-49-59-95,1,Granted right of occupancy,2
03-49-60-27,1,Customary right of occupancy,1
03-49-79-98,1,Inherited,2
03-49-79-98,2,Inherited,2
03-49-79-98,3,Purchased,0
03-49-88-30,1,Inherited,2
03-49-93-82,1,Customary right of occupancy,0
03-49-97-42,1,Customary right of occupancy,0
03-49-97-42,2,Rented or leased in,1
03-50-25-32,1,Purchased,0
03-50-40-64,1,Purchased,0
03-50-40-64,2,Inherited,1
03-50-40-64,3,Inherited,1
03-50-40-64,4,Borrowed for free,0
03-50-43-92,1,Inherited,2
03-50-44-23,1,Purchased,1346
03-50-49-30,1,Rented or leased in,0
03-50-49-32,1,Inherited,6
03-50-51-99,1,Customary right of occupancy,0
03-50-51-99,2,Customary right of occupancy,2
03-50-54-38,1,Purchased,1
03-50-54-38,2,Rented or leased in,1
03-50-65-29,1,Inherited,0
03-50-71-55,1,Inherited,2
03-50-71-55,2,Customary right of occupancy,1
03-50-76-55,1,Purchased,0
03-50-76-55,2,Purchased,1
03-50-76-73,1,Inherited,2
03-50-88-31,1,Customary right of occupancy,2
03-50-89-96,1,Purchased,0
03-51-06-37,1,Inherited,0
03-51-19-68,1,Borrowed for free,1
03-51-19-68,2,Borrowed for free,2
03-51-23-41,1,Borrowed for free,1
03-51-23-83,1,Inherited,2
03-51-29-92,1,Rented or leased in,0
03-51-41-23,1,Rented or leased in,0
03-51-47-37,1,Borrowed for free,1
03-51-77-21,1,Purchased,0
03-51-81-78,1,Customary right of occupancy,2
03-51-81-78,2,Purchased,0
03-51-83-35,1,Purchased,1
03-51-83-75,1,Customary right of occupancy,1
03-51-89-97,1,Customary right of occupancy,0
03-52-08-84,1,Purchased,1
03-52-08-84,2,Inherited,0
03-52-09-67,1,Customary right of occupancy,2
03-52-25-16,1,Customary right of occupancy,1
03-52-32-17,1,Borrowed for free,0
03-52-34-98,1,Borrowed for free,0
03-52-45-04,1,Customary right of occupancy,1
03-52-52-07,1,Customary right of occupancy,4
03-52-55-01,1,Customary right of occupancy,0
03-52-56-55,1,Purchased,0
03-52-57-60,1,Customary right of occupancy,1
03-52-57-60,2,Customary right of occupancy,0
03-52-58-78,1,Customary right of occupancy,1
03-52-78-41,1,Rented or leased in,1
03-52-93-57,1,Purchased,1
03-52-95-00,1,Inherited,0
03-52-95-00,2,Rented or leased in,0
03-52-98-17,1,Inherited,0
03-52-99-13,1,Purchased,0
03-53-06-80,1,Customary right of occupancy,1
03-53-06-80,2,Rented or leased in,1
03-53-46-46,1,Inherited,1
03-53-46-68,1,Rented or leased in,2
03-53-48-24,1,Granted right of occupancy,0
03-53-48-24,2,Granted right of occupancy,0
03-53-55-12,1,Customary right of occupancy,2
03-53-78-82,1,Rented or leased in,3
03-53-79-97,1,Customary right of occupancy,1
03-53-80-39,1,Customary right of occupancy,1
03-53-80-39,2,Rented or leased in,0
03-53-80-39,3,Customary right of occupancy,0
03-53-92-13,1,Inherited,0
03-54-13-19,1,Borrowed for free,1
03-54-19-79,1,Rented or leased in,1
03-54-19-79,2,Rented or leased in,2
03-54-44-65,1,Customary right of occupancy,1
03-54-49-15,1,Purchased,0
03-54-59-42,1,Purchased,8
03-54-85-16,1,Customary right of occupancy,0
03-54-88-23,1,Customary right of occupancy,0
03-54-88-23,2,Customary right of occupancy,1
03-54-91-09,1,Rented or leased in,0
03-55-11-77,1,Inherited,1
03-55-11-77,2,Inherited,0
03-55-31-20,1,Rented or leased in,0
03-55-42-73,1,Rented or leased in,0
03-55-62-96,1,Rented or leased in,0
03-55-65-88,1,Inherited,1
03-55-65-88,2,Inherited,0
03-55-77-63,1,Rented or leased in,0
03-55-94-30,1,Purchased,0
03-55-94-30,2,Inherited,1
03-55-99-30,1,Inherited,0
03-55-99-30,2,Inherited,0
03-56-04-26,1,Customary right of occupancy,1
03-56-28-98,1,Inherited,2
03-56-70-74,1,Customary right of occupancy,0
03-56-70-74,2,Customary right of occupancy,1
03-56-81-05,1,Rented or leased in,4
03-56-81-05,2,Rented or leased in,2
03-56-81-05,3,Rented or leased in,0
03-56-83-44,1,Customary right of occupancy,0
03-56-97-98,1,Rented or leased in,0
03-57-02-66,1,Inherited,0
03-57-03-62,1,Purchased,2
03-57-03-62,2,Purchased,2
03-57-03-62,3,Customary right of occupancy,0
03-57-08-43,1,Inherited,0
03-57-08-43,2,Inherited,0
03-57-17-61,1,Purchased,2
03-57-45-29,1,Customary right of occupancy,0
03-57-45-29,2,Customary right of occupancy,0
03-57-73-32,1,Customary right of occupancy,1
03-57-76-50,1,Purchased,1
03-58-15-80,1,Purchased,0
03-58-15-80,2,Purchased,0
03-58-15-80,3,Purchased,1
03-58-16-39,2,Inherited,0
03-58-16-39,3,Customary right of occupancy,1
03-58-16-39,4,Inherited,1
03-58-16-39,5,Customary right of occupancy,0
03-58-16-39,6,Customary right of occupancy,1
03-58-17-91,1,Inherited,1
03-58-29-80,1,Customary right of occupancy,1
03-58-45-58,1,Customary right of occupancy,1
03-58-56-62,1,Granted right of occupancy,1
03-58-56-62,2,Inherited,1
03-58-56-62,3,Inherited,1
03-58-80-60,1,Granted right of occupancy,2
03-58-89-87,1,Purchased,4
03-58-91-34,1,Inherited,0
03-58-98-73,1,Rented or leased in,1
03-59-27-68,1,Inherited,1
03-59-27-68,2,Purchased,1
03-59-27-68,3,Inherited,0
03-59-27-68,4,Purchased,1
03-59-41-34,1,Rented or leased in,1
03-59-50-94,1,Customary right of occupancy,1
03-59-51-40,1,Granted right of occupancy,0
03-59-51-40,2,Granted right of occupancy,0
03-59-51-40,3,Granted right of occupancy,0
03-59-62-91,1,Inherited,0
03-59-62-91,2,Purchased,0
03-59-66-04,1,Rented or leased in,1
03-59-66-04,2,Rented or leased in,1
03-59-70-56,1,Inherited,0
03-59-72-40,1,Inherited,24
03-59-75-21,1,Rented or leased in,1
03-59-75-21,2,Inherited,2
03-59-75-21,3,Inherited,1
03-59-86-67,1,Rented or leased in,0
03-59-86-67,2,Rented or leased in,0
03-59-88-62,1,Customary right of occupancy,0
03-59-89-87,1,Customary right of occupancy,2
03-59-89-95,1,Inherited,1
03-59-89-95,2,Inherited,0
03-59-98-26,1,Rented or leased in,1
03-60-02-35,1,Inherited,1
03-60-15-30,1,Purchased,6
03-60-15-30,2,Purchased,1
03-60-24-42,1,Granted right of occupancy,0
03-60-24-42,2,Customary right of occupancy,0
03-60-24-42,3,Customary right of occupancy,0
03-60-26-35,1,Purchased,1
03-60-26-35,2,Purchased,1
03-60-26-35,3,Purchased,0
03-60-60-55,1,Customary right of occupancy,1
03-60-60-55,2,Customary right of occupancy,0
03-60-64-31,1,Customary right of occupancy,2
03-60-64-31,2,Customary right of occupancy,1
03-60-64-31,3,Customary right of occupancy,0
03-60-64-31,4,Customary right of occupancy,2
03-60-73-55,1,Other,1
03-60-73-55,2,Other,0
03-60-73-55,3,Rented or leased in,0
